GeneID	TranscriptID	Sample.Cleavage	Sample.Brown	Sample.Cloud	Sample.Spot	Sample.Late.spot	Sample.Ring	Sample.Late.ring	Sample.Free.swimming.larvae
LOC100637106	XM_003391430.2	1.025	0.112	0.43	0	0	0.39	0.318	0.602
LOC105316088	XM_011410891.2	1.303	0.114	0.134	0	0.16	0.211	0	0.262
LOC100639787	XM_011406710.2	7.354	3.969	5.103	4.306	4.812	5.913	3.342	4.873
LOC105313448	XM_011406888.2	5.146	7.927	2.17	2.96	1.436	2.777	9.379	10.098
LOC100636727	XM_003391214.3	8.083	7.791	4.214	2.776	3.183	4.823	4.641	4.894
LOC105312804	XM_011405726.2	26.805	14.401	12.662	10.155	11.978	8.84	17.747	22.729
LOC105311920	XM_011404150.2	0	0.11	0	0	0	0	0.477	0
LOC100634964	XM_003391638.2	0.251	0.548	1.723	4.423	1.712	1.444	0.648	0.167
LOC105315974	XM_011410757.2	50.214	35.372	30.222	33.141	10.313	21.045	11.937	15.103
LOC105315202	XM_011409757.2	1.197	0.837	0.266	0.466	0.533	0.132	0.047	0.08
LOC105315033	XM_011409529.1	1.034	0.564	0.378	0.39	0.552	0.567	2.683	1.174
LOC105315293	XM_011409887.1	14.207	13.248	14.648	12.196	11.532	15.04	10.433	28.004
LOC100638891	XM_011404352.2	35.772	62.796	36.903	22.193	24.566	20.364	22.792	37.494
LOC100640289	XM_011405935.2	79.785	68.584	71.821	43.924	32.104	33.617	68.149	63.28
LOC105315899	XM_011410671.1	0	0.182	0.214	0.344	1.126	0.158	0.18	0.227
LOC105312258	XM_011404764.1	212.028	13.044	1.796	2.843	4.079	1.14	2.824	0.808
LOC100641068	XM_011410855.2	2.443	2.479	3.568	1.744	4.134	3.284	7.985	8.432
LOC105313559	XM_011407088.2	129.024	52.842	26.508	17.149	16.571	16.24	19.096	22.296
LOC105314598	XM_011408865.1	4.082	2.2	3.185	3.248	5.44	4.153	5.638	9.511
LOC100641522	XM_003389537.3	35.961	41.587	24.813	30.504	34.09	29.271	15.738	39.873
LOC105315575	XM_011410278.1	1.303	0	0.356	0.061	1.969	1.112	0.436	0.815
LOC100637687	XM_003390233.2	3.716	2.488	1.331	0.724	0.355	0.583	1.112	1.083
LOC105314068	XM_011407994.2	2.533	2.102	0.515	2.604	2.16	0.748	2.116	2.747
LOC105312721	XM_011405587.2	6.985	14.351	5.595	4.671	6.237	5.434	6.269	23.044
LOC105314806	XM_011409184.2	3.562	0.657	1.162	0.747	0.259	0.757	0.566	0.548
LOC105312527	XM_011405252.2	14.072	9.607	23.228	23.784	14.522	8.503	1.646	0.856
LOC105315956	XM_011410737.1	0.322	0	0.212	0	0.117	0.111	0.123	0.358
LOC100639840	XM_011410456.2	3.083	2.349	0.958	0.19	0.221	0.703	0.402	1.507
LOC105312961	XM_011406003.2	6.546	3.577	2.641	0.473	1.329	1.507	2.129	2.979
LOC105312802	XM_011405724.2	17.247	27.478	107.122	57.182	55.806	105.785	221.861	141.668
LOC105316061	XM_011410860.2	8.715	2.143	0.49	0.466	0.545	0.06	1.727	0.907
LOC105313400	XM_011406803.2	7.616	18.524	22.327	25.277	25.814	34.567	19.882	18.984
LOC100642164	XM_003391907.1	0	0	0.057	0.033	0	0	0.466	0.087
LOC100639133	XM_003392034.2	1.364	0.114	0.288	0.061	0	0	0.123	0
LOC105316333	XM_011411166.1	1.279	0.23	0.121	0.043	0.243	0.039	0	0.217
LOC100639416	XM_003389296.2	17.811	220.171	763.308	883.458	990.312	700.162	283.277	191.523
LOC105316559	XM_011411541.2	157.7	55.332	30.097	23.216	41.781	36.215	34.842	42.873
LOC105313671	XM_011407277.2	23.416	28.77	37.387	11.819	8.824	14.353	13.293	15.047
LOC105314968	XM_011409434.1	1.109	0	0.021	0	0.119	0.4	0	0
LOC100640937	XM_011408767.1	0	0.032	0.047	0	0	0	0	0
LOC105312605	XM_011405381.2	136.158	191.126	80.488	37.307	35.67	29.048	18.147	16.364
LOC105315276	XM_011409860.2	31.514	19.113	7.669	3.785	6.138	4.45	3.351	3.725
LOC100634876	XM_003392076.3	0	0.596	3.506	3.753	5.2	2.011	0.181	0.806
LOC100636160	XM_011406594.2	24.622	227.725	799.075	710.516	955.847	1293.841	564.835	111.397
LOC100634003	XM_011404480.2	24.242	45.317	38.083	25.962	23.333	15.346	9.449	8.862
LOC105313363	XM_011406721.1	5.647	7.078	14.792	13.343	12.311	8.35	2.441	5.034
LOC105315102	XM_011409616.1	2.473	0.46	0.849	1.297	0.13	0.113	0.75	0.111
LOC100634548	XM_011411299.2	19.961	22.474	107.897	44.367	85.335	33.923	128.251	100.483
LOC105314577	XM_011408830.2	2.877	3.019	0.23	0	0.327	0.715	0.18	1.53
LOC105316315	XM_011411148.2	29.001	17.085	14.209	15.165	9.893	9.711	7.929	17.32
LOC100635706	XM_003389498.3	209.014	42.487	38.326	33.326	43.513	38.731	61.113	56.93
LOC105313960	XM_011407803.2	70.579	120.691	84.832	111.97	96.843	76.955	62.566	34.354
LOC105315785	XM_011410531.2	0.411	0.977	0.288	0.397	0	0.211	0	1.076
LOC100637836	XM_011405797.2	33.158	35.755	18.017	22.535	24.163	21.364	18.584	24.215
LOC105312321	XM_011404868.1	3.921	4.787	2.506	1.822	1.469	1.844	3.105	3.674
LOC105315147	XM_011409680.1	1.231	0	0.063	0.158	0.233	0.078	0	0
LOC105315324	XM_011409928.1	7.922	7.956	4.171	4.21	5.624	4.973	3.542	3.696
LOC105313699	XM_011407338.1	0.343	0.265	1.18	3.029	0.474	1.444	1.318	0.721
LOC105312240	XM_011404732.2	97.183	130.964	92.587	120.951	112.503	68.584	83.167	81.974
LOC100633858	XM_011407742.2	346.932	234.942	114.109	128.597	143.226	163.103	142.364	158.286
LOC105312421	XM_011405051.2	1.008	3.114	7.004	11.203	9.567	7.023	6.458	5.802
LOC100634452	XM_003389182.2	14.109	8.537	7.819	1.577	8.625	7.289	6.654	5.13
LOC105313805	XM_011407527.2	0.449	2.379	0.416	0.458	0.398	1.788	1.017	1.332
LOC100640394	XM_011411132.2	0.74	0.064	0.53	0.121	0.026	0.939	0.21	0.226
LOC105315283	XM_011409873.1	3.749	36.513	21.115	4.994	6.161	7.821	5.515	8.66
LOC100633310	XM_011407487.2	0.808	2.629	0.86	0.405	0.965	1.054	0.315	0.577
LOC105313979	XM_011407836.2	13.779	8.284	8.462	10.334	9.882	6.044	27.565	76.561
LOC105313218	XM_011406455.1	1.3	0.815	2.241	2.506	2.425	3.549	2.152	6.72
LOC100639670	XM_003390021.1	0.555	0.263	0.688	0.261	0	0.943	0	0
LOC105312666	XM_011405494.2	14.17	24.047	51.907	16.441	88.032	61.646	236.313	219.022
LOC105313138	XM_011406321.2	13.437	5.983	4.176	5.242	3.038	5.746	5.275	3.925
LOC105314910	XM_011409337.2	25.888	16.515	17.952	18.95	14.608	22.566	29.491	31.439
LOC105316554	XM_011411533.2	94.148	57.392	58.087	71.437	132.966	106.91	141.233	197.055
LOC100641319	XM_003391607.3	20.009	19.07	7.675	4.522	10.714	7.871	19.046	22.545
LOC100635325	XM_003389343.3	91.632	59.984	27.232	21.04	36.43	29.031	30.502	50.53
LOC105313154	XM_011406338.1	1.154	0.873	0.799	0.61	0.211	0.569	0.157	0.861
LOC100640711	XM_011406644.2	1.963	0.301	0.719	1.268	0	0.275	0.962	1.671
LOC105312899	XM_011405895.2	4.584	0.515	0.443	0.466	0.03	0.155	0	0.056
LOC100640124	XM_011406927.2	12.25	2.355	25.429	25.756	4.538	1.605	0.599	1.489
LOC105316508	XM_011411444.1	40.054	62.574	72.717	42.502	47.927	20.994	3.714	1.27
LOC105315906	XM_011410680.1	0.574	0.114	0.478	0.149	0.552	0.915	0	0.512
LOC100635089	XM_003391639.2	1.759	0.325	0.512	0.829	0.157	0.168	0.764	0
LOC105315745	XM_011410488.1	1.776	2.22	1.066	0.6	1.993	0.072	3.076	0.42
LOC105316198	XM_011411014.1	0.91	1.245	2.562	5.914	3.415	12.131	14.243	8.651
LOC105314170	XM_011408168.2	64.985	43.974	16.509	24.263	22.686	21.89	28.06	34.418
LOC105315782	XM_011410528.1	0.148	0	0.027	0.085	0.055	0.369	0.007	0
LOC100633742	XM_003391558.3	5.996	2.044	0.371	1.172	1.22	2.934	4.154	13.101
LOC100631637	XM_003391686.2	1.202	1.254	0.614	0.235	0.505	0.173	2.367	0.8
LOC100639983	XM_011404801.2	9.523	21.018	16.283	25.077	30.977	25.139	24.55	24.866
LOC105313249	XM_011406527.2	2.203	2.67	2.5	1.888	2.706	3.81	6.39	2.317
LOC100632145	XM_011411330.2	34.491	22.805	33.617	20.995	18.147	13.236	28.063	18.351
LOC100641904	XM_003389540.3	65.462	34.125	26.009	36.749	40.805	27.021	11.305	18.553
LOC105313449	XM_011406889.2	0.528	1.809	1.82	8.242	7.932	5.799	1.942	0.117
LOC100642075	XM_003390038.3	12.178	4.917	5.955	8.229	8.118	9.595	4.075	6.976
LOC105312683	XM_011405522.1	0	0.343	0.02	0	0.03	0	0	0.347
LOC100640763	XM_003389380.3	2.701	1.168	1.06	0.471	0.636	0.251	1.03	2.419
LOC100640408	XM_011404605.2	3.386	8.307	9.125	4.873	6.354	4.574	2.71	0.223
LOC100634083	XM_003390354.3	52.973	16.315	13.855	14.907	18.203	47.498	71.949	60.092
LOC100640772	XM_003391243.3	2.122	7.59	29.243	5.289	19.383	24.626	1.313	5.691
LOC100641955	XM_003391832.3	0	0	0.087	0.122	1.071	0.222	0	0.087
LOC100638865	XM_003389063.2	0.911	1.912	3.036	0.267	2.83	1.255	2.259	2.828
LOC105313761	XM_011407441.2	64.825	45.181	57.038	56.927	66.878	52.3	35.712	25.49
LOC105316592	XM_011411606.1	24.143	18.692	8.063	7.558	4.751	5.939	6.768	6.357
LOC105316408	XM_011411264.2	4.794	0.733	1.344	0.382	1.57	0.778	2.586	4.337
LOC105312058	XM_011404398.2	99.082	103.296	156.091	168.977	109.295	74.486	55.336	46.892
LOC105316107	XM_011410916.2	183.034	357.276	134.363	130.961	99.198	110.082	96.876	149.655
LOC100638834	XM_003391958.2	1.809	2.378	0.581	0.484	0	0.99	0.657	0.119
LOC105315769	XM_011410516.2	2.366	1.617	3.253	2.471	2.376	2.481	3.138	5.521
LOC100635788	XM_003389423.3	12.989	14.286	12.517	10.197	6.291	3.537	4.444	9.428
LOC100638980	XM_011405687.1	4.276	0.977	0.684	0.043	1.72	0.284	0.323	0.66
LOC105315270	XM_011409853.2	0.103	0.893	0.417	3.561	0	0.333	0.091	1.003
LOC105313210	XM_011406441.2	6.249	4.001	6.057	2.546	0.988	4.488	2.832	8.347
LOC105311961	XM_011404218.2	1.756	2.11	1.935	0.594	1.436	2.462	3.524	3.298
LOC100640297	XM_003389144.3	217.101	92.239	139.099	140.22	238.638	208.141	147.023	71.067
LOC105314229	XM_011408269.1	2.571	1.808	2.339	1.231	1.778	4.134	0.871	2.416
LOC105316537	XM_011411494.2	41.405	43.411	33.234	27.664	24.064	15.384	10.646	14.796
LOC100637809	XM_011408677.2	12.793	7.227	14.655	11.751	6.431	15.264	21.939	9.845
LOC105312147	XM_011404556.2	63.801	58.917	49.019	30.929	37.178	25.389	24.061	31.239
LOC105314940	XM_011409383.2	25.241	36.492	14.821	9.223	9.73	12.795	7.461	17.702
LOC105315166	XM_011409709.1	1.128	0	0.141	0.122	0.788	0.138	0.07	0.107
LOC105315670	XM_011410390.1	2.699	0.958	0.161	0.781	0.141	0.351	0.384	0.269
LOC105312557	XM_011405299.2	144.017	99.821	63.373	69.993	69.654	55.387	67.061	111.078
LOC105313060	XM_011406183.1	5.432	4.262	3.355	1.373	1.546	2.942	1.851	2.337
LOC105312471	XM_011405148.2	30.312	27.243	17.193	14.943	13.717	13.665	14.027	25.114
LOC100641994	XM_011408608.2	46.145	62.533	27.116	25.654	22.97	24.669	29.158	27.017
LOC105315682	XM_011410405.1	9.174	5.158	1.877	3.63	8.931	0.908	10.117	2.471
LOC105314234	XM_011408282.2	7.22	8.253	4.808	3.877	3.294	3.795	3.939	4.869
LOC100638979	XM_011405541.2	14.058	10.931	10.253	8.131	10.619	26.734	41.584	35.5
LOC100632165	XM_011406392.2	27.62	46.008	60.99	50.899	46.601	46.344	29.62	85.144
LOC100635567	XM_011405975.2	5.573	8.913	6.377	21.482	17.071	27.432	16.528	8.527
LOC105313617	XM_011407190.2	2.475	0.558	0.884	0	0.219	0.711	0.05	0.784
LOC105314301	XM_011408395.2	15.047	8.28	5.226	4.448	4.397	3.225	3.603	2.01
LOC105312713	XM_011405575.2	11.554	9.123	9.444	7.725	5.424	6.985	7.074	5.822
LOC105315833	XM_011410593.1	2.584	1.127	0.489	0	0.177	0.36	1.227	0.995
LOC100637733	XM_003390525.3	508.865	343.252	106.182	212.428	256.933	270.902	140.945	104.373
LOC100634669	XM_011410420.2	1.95	1.649	2.92	15.67	7.799	19.914	28.906	70.486
LOC105315822	XM_011410580.2	8.688	3.287	12.244	17.169	4.677	13.743	3.579	21.393
LOC105316016	XM_011410804.1	0.951	1.354	0.36	0.154	0.059	0.203	0.523	0.413
LOC100639364	XM_011406433.2	10.486	5.891	5.296	6.148	6.519	4.528	6.283	4.74
LOC100636591	XM_003389050.3	26.493	20.391	5.349	5.491	5.989	11.416	8.887	15.728
LOC100638521	XM_011407183.1	0.248	0.052	0.257	0.285	0.326	0.393	0.754	0.297
LOC105314952	XM_011409405.1	0.059	0.416	0.112	0.105	0.089	0.118	0.515	0.059
LOC105315865	XM_011410628.2	0.641	1.334	2.876	4.468	4.458	4.475	5.718	2.639
LOC105315511	XM_011410192.1	0.248	0	0.02	0.158	0	0.111	0.123	0.271
LOC105314802	XM_011409179.2	2.815	1.878	1.15	1.777	1.035	1.378	1.802	2.347
LOC100640822	XM_011405347.2	58.186	39.224	13.776	11.795	9.013	31.024	27.368	53.25
LOC100638404	XM_003390789.3	31.055	9.762	13.597	13.597	40.051	83.313	147.255	91.067
LOC100638324	XM_011408351.2	6.091	7.355	14.629	18.625	20.91	28.548	31.222	31.061
LOC100641944	XM_003389466.3	187.218	233.262	79.314	82.863	75.136	59.156	38.043	39.325
LOC105312656	XM_011405469.2	5.862	4.574	6.629	5.467	6.667	5.76	5.057	5.595
LOC100641505	XM_011405319.2	24.372	10.069	6.536	5.204	5.375	4.699	5.88	11.31
LOC100635517	XM_011404124.2	20.601	12.878	20.073	25.322	18.088	14.144	17.191	25.611
LOC100634482	XM_011405906.2	43.741	4.825	1.266	1.43	2.643	0.916	3.363	1.388
LOC100639624	XM_003389371.3	3.373	1.317	1.005	1.055	1.087	0.834	1.551	4.182
LOC105316071	XM_011410875.1	2.851	0	0.279	6.833	8.63	4.083	0.503	0.335
LOC100639245	XM_003389065.3	53.68	38.086	49.909	66.819	88.383	47.616	36.044	36.008
LOC105314575	XM_011408826.1	1.52	1.178	1.147	0.147	0.655	0.563	0.937	1.164
LOC105312145	XM_011404554.2	30.857	16.05	19.434	20.735	22.611	22.45	30.621	32.188
LOC105314646	XM_011408937.1	1.225	0.271	0.911	0.139	0.311	0	0.464	0.464
LOC100639074	XM_003389294.3	23.274	19.768	9.703	14.55	12.313	8.005	7.413	16.658
LOC105314487	XM_011408683.2	10.382	1.765	16.095	5.057	9.161	2.723	1.854	6.21
LOC105314087	XM_011408026.1	3.635	0.601	1.128	1.154	1.314	1.835	0.794	3.29
LOC105312137	XM_011404536.1	3.824	2.119	1.514	1.154	0.071	0.398	4.553	0.556
LOC105313601	XM_011407161.2	47.69	47.183	19.421	13.762	18.34	15.504	16.324	26.291
LOC100638309	XM_011408070.2	4.916	8.679	6.836	6.516	4.051	0	0	14.354
LOC105315218	XM_011409777.1	8.626	0.701	1.716	0.693	0.434	1.181	1.823	0.465
LOC100634748	XM_011409806.1	2.163	0.268	0.02	0.208	0	0.07	0.433	0.298
LOC100636767	XM_011411100.2	1.561	7.505	0.367	1.097	0.839	1.15	0.559	0.482
LOC100633527	XM_003389912.2	8.984	5.191	1.39	0.987	1.291	1.438	0.842	1.151
LOC105314142	XM_011408127.2	13.751	6.967	3.419	3.207	9.55	6.194	21.685	21.758
LOC100634296	XM_011410695.2	0.473	0.733	0.333	0.705	0.593	0.759	0.074	2.752
LOC100633098	XM_003389977.3	71.356	92.851	54.771	51.249	21.858	38.454	44.294	75.59
LOC105316155	XM_011410967.1	0.733	0.505	0.642	0.272	0.481	1.466	2.408	0.981
LOC105313216	XM_011406453.1	0.059	0.691	0	0	0	0.058	0.246	0
LOC100635754	XM_003392011.2	0.026	0	0	0	0.199	0	0	0
LOC105312820	XM_011405750.2	26.56	19.017	15.884	17.698	14.381	18.936	20.14	15.789
LOC105312905	XM_011405904.2	4.358	0.601	1.415	1.13	0.867	1.234	0.912	0.509
LOC100631414	XM_003389314.3	16.517	16.513	7.85	13.408	4.357	5.041	8.451	2.106
LOC105315125	XM_011409651.2	0.64	1.599	0.998	0.474	0.582	1.602	1.067	0.056
LOC105314191	XM_011408201.2	6.436	6.235	2.467	1.982	1.746	2.112	1.419	3.629
LOC105313168	XM_011406378.1	0	0	0	0.084	0.229	0.229	0.045	0
LOC100638184	XM_003389657.3	10.518	9.131	2.914	2.288	6.506	2.973	3.083	1.77
LOC105314801	XM_011409178.2	21.576	22.67	30.309	12.059	8.989	5.771	6.047	7.432
LOC105315659	XM_011410377.2	15.129	10.776	6.583	5.22	6.51	7.803	2.964	6.187
LOC105315866	XM_011410629.2	2.053	2.341	0.025	1.01	0.61	0.246	0	0.297
LOC100639257	XM_003391447.3	4.875	0.434	0.444	0.278	0.802	0.545	0	1.137
LOC105315583	XM_011410284.1	0.676	0.781	0.501	0.478	0.313	0.531	0.545	0.52
LOC100635660	XM_003389269.2	8.818	8.573	3.881	4.484	3.839	6.475	3.263	2.268
LOC100635465	XM_003391642.3	10.427	2.211	2.068	1.751	2.084	0.821	2.486	2.198
LOC100635987	XM_011405468.2	11.002	9.847	21.29	25.655	39.462	24.403	12.325	18.548
LOC100634626	XM_003391782.3	3.021	35.463	181.22	438.739	484.689	239.859	42.45	30.984
LOC105313438	XM_011406876.2	16.756	9.975	5.466	5.614	4.08	4.127	8.225	5.791
LOC100638975	XM_011404799.1	4.534	1.561	0.832	0.24	0.426	0.227	0.3	0.899
LOC100640196	XM_011404163.2	68.679	82.655	31.594	30.215	35.247	35.623	37.24	63.868
LOC105316410	XM_011411266.2	6.351	6.399	4.11	3.384	8.14	4.246	13.109	15.757
LOC100637097	XM_003389508.3	148.26	147.002	57.527	51.307	68.211	90.761	139.512	111.422
LOC105316462	XM_011411370.2	56.141	32.451	14.985	13.84	11.092	18.653	17.658	15.468
LOC105312086	XM_011404451.1	4.052	7.358	18.916	19.31	35.813	18.02	14.717	9.293
LOC105315249	XM_011409822.2	36.561	13.545	10.428	3.088	7.259	5.997	3.376	9.501
LOC105315817	XM_011410571.2	3.717	0.723	0.274	0.154	0.759	0.291	0.627	0.152
LOC105314439	XM_011408609.2	4.247	3.288	3.308	6.515	9.449	22.273	165.92	75.203
LOC105313740	XM_011407404.2	3.821	3.547	0.713	0.735	0.221	1.537	0.571	1.331
LOC105314109	XM_011408063.1	2.835	11.044	7.539	6.285	6.173	2.575	1.807	1.669
LOC105312370	XM_011404962.2	26.464	27.231	45.054	30.983	35.673	19.424	18.76	30.498
LOC105315797	XM_011410545.2	0.403	0.145	0.227	0.364	0.242	0	0.082	0.066
LOC105314517	XM_011408728.1	0.752	0.976	1.44	1.334	0.207	1.194	0.69	0.794
LOC105314187	XM_011408194.2	12.238	14.309	9.253	8.108	7.012	7.364	4.442	17.768
LOC105312472	XM_011405152.1	3.769	2.604	1.37	1.317	1.665	1.34	1.764	1.878
LOC105311967	XM_011404230.2	14.714	8.718	9.629	6.033	13.378	7.576	10.797	12.375
LOC100633397	XM_011407876.2	0.153	1.716	1.633	1.644	0.815	1.525	1.035	1.424
LOC105315112	XM_011409630.1	0.392	0.264	0.024	0	0.4	0.079	0.136	0.039
LOC105313508	XM_011406998.2	194.963	1828.005	3226.576	3292.989	1442.165	982.689	81.062	12.148
LOC105314569	XM_011408816.2	8.652	10.181	3.169	2.854	1.137	0.437	1.199	8.239
LOC100634056	XM_011404642.2	28.888	47.632	111.846	127.188	134.644	146.8	158.282	101.606
LOC105312270	XM_011404782.2	2.698	7.622	5.756	1.765	1.669	1.847	1.753	3.974
LOC105315693	XM_011410421.2	4.209	7.87	5.57	7.936	3.291	1.97	3.992	9.302
LOC105312308	XM_011404852.1	2.191	0.917	0.637	0.556	1.167	0.634	0.799	0.274
LOC105315896	XM_011410665.2	3.855	2.437	2.09	0.705	1.483	1.993	2.043	0.717
LOC100635329	XM_003389851.3	1520.378	1202.356	660.268	686.733	810.243	764.749	720.654	906.079
LOC105312070	XM_011404419.2	3.389	0.826	1.135	1.126	1.94	2.05	0.844	0.929
LOC100633014	XM_011407886.2	227.743	55.367	19.404	15.16	22.393	15.018	34.884	25.074
LOC105315508	XM_011410188.2	24.434	23.91	9.597	8.353	7.041	5.36	6.047	10.769
LOC105313065	XM_011406191.2	32.764	43.386	36.459	20.73	18.394	17.924	9.819	19.706
LOC100641037	XM_011404369.2	13.762	10.861	1.513	4.689	1.34	1.009	1.361	3.947
LOC105314271	XM_011408350.2	17.654	19.094	7.567	3.471	4.983	5.124	6.938	11.142
LOC100641925	XM_011404447.2	10.855	48.29	127.733	352.042	328.819	374.82	155.883	77.181
LOC105315572	XM_011410274.1	7.287	4.029	2.238	1.811	1.241	1.798	1.397	1.125
LOC100638622	XM_003391882.2	0	0.342	0	0.134	0.035	0.049	0	0.343
LOC105315665	XM_011410387.2	11.48	28.227	31.65	14.434	4.219	3.096	4.058	3.933
LOC100633268	XM_003389095.3	31.367	28.533	14.724	17.566	10.498	17.136	8.747	15.967
LOC105314072	XM_011407998.2	6.365	2.614	1.359	1.49	1.445	1.083	1.495	0.313
LOC100632012	XM_003390888.2	54.132	7.719	3.737	2.522	3.015	1.918	1.861	8.27
LOC105313367	XM_011406734.2	44.943	46.55	36.516	44.42	41.565	51.318	45.419	25.053
LOC100636308	XM_003391717.2	4.467	7.195	4.368	1.177	0.74	0.932	5.389	4.333
LOC105316375	XM_011411213.1	0.496	0.05	0.163	0.061	0.148	0.058	0.167	0.184
LOC100639500	XM_011408152.2	11.367	20.604	10.928	6.245	6.127	7.416	6.074	7.498
LOC105313415	XM_011406839.2	16.444	5.599	3.788	4.112	27.283	69.973	96.238	36.962
LOC105316469	XM_011411380.2	2.441	0.58	0.766	1.219	1.274	1.257	0.666	0.822
LOC100639339	XM_003391962.3	0	0.056	0.094	0	0.091	0	0.123	0
LOC100638852	XM_011405540.2	14.13	17.968	9.527	8.16	8.683	11.075	10.623	17.323
LOC100640601	XM_003391749.2	0	0.058	0.072	0	0	0	0	0.064
LOC105313320	XM_011406648.2	23.742	25.905	23.073	15.528	15.649	24.053	26.779	18.87
LOC100637506	XM_011405268.2	0.927	0	0	0	0	0	0	0
LOC105312388	XM_011404992.2	27.183	33.443	42.038	47.154	31.035	51.338	43.962	44.325
LOC105314617	XM_011408893.1	1.118	0.194	0.19	0.169	0.869	0.835	1.565	1.185
LOC105316525	XM_011411466.2	1.743	1.674	1.049	0.618	0.947	1.39	2.593	1.199
LOC100631553	XM_011410057.2	4.67	0.82	2.855	1.875	0.87	2.324	0.442	0.528
LOC100635921	XM_003390707.3	3.94	0.557	0.509	0.664	1.413	0.968	1.171	0.255
LOC100632695	XM_011411316.2	4.989	3.467	2.433	2.475	2.424	2.545	1.705	1.615
LOC100639075	XM_003389587.3	0.82	2.598	0.207	0.965	0.514	0	2.023	0.475
LOC100638636	XM_011404592.2	149.009	223.944	80.549	60.081	68.732	62.746	54.92	83.733
LOC105316021	XM_011410812.1	8.146	3.028	1.783	0	0.599	0.186	0.686	0
LOC100638195	XM_003391954.3	24.47	30.887	64.028	50.146	39.359	83.979	89.626	107.994
LOC100636005	XM_003391349.1	3.538	2.866	1.792	1.097	0.46	1.639	1.612	0.61
LOC100632934	XM_003389622.3	343.124	36.483	44.215	59.633	159.382	133.873	191.282	135.397
LOC100631510	XM_003391467.1	4.685	5.052	4.689	2.727	1.784	1.468	1.841	3.379
LOC105315706	XM_011410442.1	0.824	0	0	0	0.031	0.523	0.199	0
LOC100638190	XM_011409755.2	14.506	3.342	3.052	2.885	2.777	2.92	3.991	22.781
LOC105313072	XM_011406204.2	18.059	15.998	1.476	0.85	3.939	3.148	2.279	4.832
LOC105315971	XM_011410755.2	14.501	8.589	8.221	4.084	2.119	5.046	8.404	16.15
LOC105316335	XM_011411169.1	0.27	0.938	0.428	0.141	0.715	0.136	0	0.517
LOC105313760	XM_011407440.2	23.913	27.856	14.936	12.618	18.5	20.808	11.735	19.034
LOC105314697	XM_011409012.1	2.59	0.398	0.344	0.262	0.148	0.273	0.35	0.58
LOC105315430	XM_011410085.1	0	0.278	0	0	0.1	0.167	0	0
LOC100635882	XM_003392084.2	1.31	1.098	2.449	2.923	1	1.882	1.406	1.722
LOC105315243	XM_011409812.1	0.581	1.097	0.607	0.393	0.572	0.614	0.373	0.731
LOC105314623	XM_011408904.1	3.469	0.504	0.125	0.085	0.178	0.24	0	0.35
LOC105314719	XM_011409057.2	8.725	3.37	1.492	2.571	2.204	2.331	3.16	0.855
LOC100631497	XM_011407204.2	91.634	31.315	19.6	22.45	29.358	28.254	50.239	39.474
LOC100640826	XM_011411296.2	95.406	115.587	144.635	98.759	124.424	66.409	88.181	117.883
LOC105315467	XM_011410134.2	1.395	1.271	0.541	0.464	0.169	0.813	1.025	0.615
LOC100633970	XM_011404193.2	108.368	97.439	116.191	52.286	31.172	35.07	21.751	58.969
LOC105314115	XM_011408080.2	0.884	3.94	10.32	18.169	13.162	13.927	1.889	1.817
LOC105312404	XM_011405024.2	40.973	28.973	41.885	24.188	17.779	19.776	32.218	35.943
LOC105313353	XM_011406703.2	23.779	15.524	15.164	17.504	16.136	13.753	11.533	9.919
LOC105316523	XM_011411464.2	2.258	0.681	0.872	0.349	0.215	0.868	1.548	1.247
LOC105314243	XM_011408299.1	2.562	0.413	0.964	1.385	1.146	0.688	0.391	0.922
LOC105316212	XM_011411030.1	3.478	1.449	1.847	1.088	1.834	1.309	0.329	0.268
LOC100641020	XM_003390874.3	6.355	2.881	2.013	1.069	1.716	0.621	0.965	4.269
LOC105315977	XM_011410760.2	2.74	1.807	1.493	0.942	0.836	1.422	0.772	1.664
LOC100640425	XM_003389302.3	927.221	1296.391	1343.868	2030.32	2308.107	2841.182	3393.73	1576.708
LOC100635611	XM_011405912.2	29.408	40.28	23.36	17.704	16.882	18.457	18.913	7.402
LOC100640634	XM_003389223.3	42.614	24.982	18.11	15.73	19.55	19.657	60.019	66.674
LOC100635211	XM_003391202.2	0.103	0.816	0.738	0.187	0.192	0.039	0	0.059
LOC105312674	XM_011405512.2	81.641	53.256	35.622	46.047	45.058	55.297	64.03	0.51
LOC100639880	XM_011409136.2	0.694	0.529	0.294	0.535	0.592	0.835	1.217	2.161
LOC100639298	XM_003391813.3	0	0.149	0.619	0	0.263	1.245	0	0.09
LOC105315780	XM_011410526.1	0	0	0.039	0.043	0	0.173	0.121	0
LOC105311855	XM_011408765.1	0.059	0.262	0	0.379	0.141	0.074	0.252	0
LOC100632015	XM_003391688.2	1.846	0.799	0.881	1.263	0.635	0.574	0.731	0.549
LOC100637684	XM_003389653.3	22.294	17.197	21.729	21.01	23.311	16.298	16.915	10.114
LOC100633534	XM_003391480.2	1.683	0.643	0.474	1.126	0.555	0.334	0.337	0.091
