Sample.00h	Sample.01h	Sample.02h	Sample.03h	Sample.04h	Sample.05h	Sample.06h	Sample.08h	Sample.10h	Sample.12h	Sample.14h	Sample.16h	Subfamily_CDDID	Subfamily_Name
5.896271848807375	5.313826296390398	2.7909805047420515	5.7315362675691155	5.926995673042753	5.939626226014413	5.7236404684036595	5.460480470040011	5.009571120202281	4.8186972050578305	4.156962839322897	4.1852322542301605	cd10519	EZH
6.857047916487163	6.813114191346289	5.60303282649962	4.749748778864496	4.529258748025423	4.599496334016614	4.677057153371533	4.693263914938546	4.636044526028037	4.766383141001298	5.123707576512074	5.317557328266171	cd10527	LSMT
1.2551985664196896	0.10433665981473553	1.3470986706222683	3.8704633620258133	4.343976260067535	3.2637856138908026	3.376707126406982	3.708628697174976	5.167197333867263	5.713613341351856	5.344828496997441	4.918099957028822	cd10534	PRDM-like
6.78976836947452	7.082383260649496	6.800990469860168	6.564865895087927	6.529617955673684	6.419488328885665	6.497740088609093	6.707082991771706	6.572601706850174	6.582510842821414	5.9542428481859755	5.878480131138581	cd10518	SETD1-like
8.096362013306976	8.16141913339816	7.1759337191733845	7.0669502439246275	6.917944866372285	7.0745375472740974	6.866450574279805	6.838913959982749	6.431372237909755	6.385776138269413	5.491756913454151	5.486006365010524	cd10531	SETD2-like
5.931919390100041	6.754700474017193	6.540616282551253	4.963751538655269	4.305532832239292	4.744968348248875	4.987320865929254	5.3245586137179926	5.084489524936252	5.22427185265138	4.486843064439814	4.308302620972327	cd10529	SETD5-like
7.438126479550952	7.555885159870573	6.592277623620466	6.359046706625516	6.4679315460262865	6.703806698582774	6.770578005824358	6.680127407650879	5.997879484023291	5.936402377725063	4.816753285483043	4.615769394154102	cd10528	SETD8
7.950450916934047	8.047952746370521	7.47215467841462	7.8671366257041875	7.908962980559722	7.687088690689267	7.36815720409731	7.1305911542023255	6.598990412383971	6.3920082407135945	5.656553573822308	5.630521963471638	cd10538	SETDB-like
7.51073252518479	7.501757585738664	7.570933430330805	6.937579799679659	6.755622020956951	6.579919291675646	6.776959347390928	7.0150693217176485	7.367615687962782	7.5947052908071075	7.816298900395311	8.010964414943174	cd20071	SMYD
