GeneID	TranscriptID	Sample.00h	Sample.01h	Sample.02h	Sample.03h	Sample.04h	Sample.05h	Sample.06h	Sample.08h	Sample.10h	Sample.12h	Sample.14h	Sample.16h
FBgn0266566	FBtr0345265	0.054	0.027	0.054	0.001	0	0.015	0.009	0	0	0	0	0
FBgn0036680	FBtr0347065	0	0.008	0.017	0.17	0.188	0.315	0.304	0.04	0.141	0.064	0.11	0.17
FBtr0472770_df_nrg	FBtr0472770	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033121	FBtr0345011	6.935	11.409	2.665	1.2	0.747	1.134	1.2	0.666	0.244	0.72	0.595	2.516
FBgn0026573	FBtr0346629	12.687	18.338	16.694	6.607	6.217	8.736	8.944	6.693	4.699	3.95	3.184	3.762
FBgn0267590	FBtr0347022	3.563	4.528	5.512	9.441	8.977	11.753	12.603	14.433	12.927	11.462	5.353	3.599
FBgn0267465	FBtr0346838	0.037	0	0.344	0.259	0.586	0.372	0.764	0.684	3.154	4.078	2.869	2.42
FBgn0267651	FBtr0433529	0.005	0	0.209	0.058	0.114	0.123	0.372	0.629	0.149	0.832	0.272	0.278
FBgn0250830	FBtr0345222	36.09	34.106	28.984	19.551	19.257	17.515	25.012	33.209	43.74	36.652	22.238	14.725
FBgn0266566	FBtr0344674	0.362	0.047	0.073	0	0	0.077	0.155	0	0.023	0	0.485	3.771
FBgn0283440	FBtr0445189	0	0.001	0.447	0.001	0.001	0.128	0.017	0.003	0.062	0.094	0	0.022
FBgn0015320	FBtr0345437	101.806	103.974	132.21	121.518	111.153	62.615	46.749	34.783	26.642	22.552	16.38	13.482
FBgn0266098	FBtr0344668	0.07	0.004	0.022	0.01	0	0.001	0.025	0.012	0.058	0.064	0.283	0.874
FBgn0267753	FBtr0347317	0	0.012	0.011	0.011	0.01	0.011	0.011	0.02	0.022	0.042	0.029	0.022
FBgn0031969	FBtr0344861	0.787	0.168	0	1.257	0.065	0	0.029	0	0.073	0.024	0.002	1.557
FBgn0033712	FBtr0472670	21.099	22.706	24.821	20.311	18.634	13.877	10.239	7.093	5.789	4.919	5.106	6.018
FBgn0001218	FBtr0345166	13.092	11.647	21.271	1.059	1.319	2.155	0.895	0.296	2.122	4.049	11.292	52.671
FBgn0028955	FBtr0346631	0.746	0.733	0.851	0.861	0.974	1.169	1.558	1.665	2.146	2.189	2.464	2.657
FBgn0033631	FBtr0433531	4.398	5.401	4.697	3.219	1.933	2.796	2.668	3.24	1.844	0.892	0.322	0.454
FBgn0037249	FBtr0346646	7.656	9.054	12.019	11.393	18.459	14.96	16.135	18.875	19.22	22.754	16.059	14.177
FBgn0263005	FBtr0346130	51.232	66.082	23.595	3.48	3.811	5.061	6.545	4.712	4.409	4.323	2.467	2.843
FBgn0024244	FBtr0344768	0.31	0.476	0.804	3.265	1.305	2.735	0.981	0.057	1.101	2.393	0.693	4.397
FBgn0028863	FBtr0344774	0	0.006	0	0.02	0.044	0.034	0.006	0.046	0.012	0.021	0.1	0.114
FBgn0266801	FBtr0346729	0.081	0.024	0.07	2.367	1.908	2.738	2.531	3.107	3.239	4.102	2.947	1.962
FBgn0287604	FBtr0479955	0.204	0.327	0.07	0.333	0.171	0.199	0.372	0.402	0.151	0.143	0	0.021
FBgn0035959	FBtr0345351	67.463	77.752	93.364	33.052	13.666	11.904	12.47	18.448	22.431	23.357	18.668	18.399
FBgn0037279	FBtr0345175	2.313	2.164	1.44	1.942	2.102	2.857	3.517	4.733	5.632	4.947	3.418	2.816
RR48309_transposable_element	RR48309_transposable_element-RA	0	0	0	0	0.26	0	0.163	0.156	0.002	0.297	0.021	0
FBgn0017578	FBtr0345391	2.93	2.162	2.078	5.16	6.836	8.286	10.354	11.124	14.526	11.696	11.74	7.364
FBgn0267292	FBtr0346577	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0472812_df_nrg	FBtr0472812	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0051223	FBtr0475019	29.496	33.997	34.976	56.628	59.358	48.896	37.64	32.275	24.753	18.231	13	11.301
FBgn0014396	FBtr0480508	0	0.016	0.041	0	0.019	0.013	0.041	0	0.061	0.138	0.332	0.352
FBgn0267315	FBtr0346596	0	0.059	0.052	0.048	0.052	0.351	0.291	0.853	1.161	0.469	0.908	0.784
FBgn0030930	FBtr0346082	10.135	10.192	12.355	8.129	5.787	5.512	6.173	8.316	10.713	11.86	11.017	8.697
FBgn0266808	FBtr0479967	0	0	0.764	0	0	0	0	0	0	0	0	0
FBgn0266784	FBtr0345410	0	0	0	0	0.039	0	0.084	0.049	0.183	0.144	0.22	0.172
FBgn0267301	FBtr0346556	0.064	0.2	0.066	0	0	0	0.166	0.062	0.349	0.276	0.257	0.125
FBgn0061435	FBtr0473597	0	0	0	0.051	0	0	0	0	0	0	0	0
FBgn0267033	FBtr0346002	0.027	0.051	0.018	0.008	0	0.008	0	0.007	0.014	0.003	0.011	0.003
FBgn0267642	FBtr0347097	0	0	0	0	0	0	0	0	0	0	0	0
RR48319_transposable_element	RR48319_transposable_element-RA	0	0	0	0	0	0	0	0	0	0	0	0.06
FBtr0445457_df_nrg	FBtr0445457	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0010355	FBtr0345257	2.032	1.068	1.138	1.482	0.723	0.731	1.509	0.184	1.023	0.547	0.102	1.039
FBgn0267766	FBtr0347330	4.318	4.261	4.192	0.788	0.555	0.656	0.335	0.333	0.294	0.298	0.597	2.055
FBgn0267626	FBtr0347076	0.033	0.035	0	0.123	0.03	0.156	0.231	0.183	0.176	0.101	0.053	0.056
FBgn0035082	FBtr0345515	38.046	34.786	40.215	30.191	26.098	18.441	10.735	8.964	10.454	13.337	26.605	26.598
FBgn0264676	FBtr0344562	3.849	4.949	4.931	2.158	1.13	0.452	0.216	0.231	0.168	0.21	0.11	0.139
FBtr0445497_df_nrg	FBtr0445497	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040609	FBtr0347561	0.292	0.408	0	1.776	0	0.903	3.088	0	4.172	5.425	5.965	13.971
FBgn0087002	FBtr0345297	0.168	0.165	0	2.762	1.093	1.368	1.738	3.945	1.918	4.105	3.366	2.638
FBgn0031099	FBtr0345924	4.701	2.363	1.016	2.445	2.144	1.888	4.638	7.303	8.454	6.489	7.442	5.56
FBgn0267616	FBtr0347057	0	0	0	0	0	0	0.156	0	0.131	0	0	0
FBtr0445476_df_nrg	FBtr0445476	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0264905	FBtr0345276	0	0	0	0	0	0.059	0	0	0.056	0.332	0.104	0.051
FBgn0015585	FBtr0346805	0.168	0	0.18	0.157	0.299	0.166	0.143	0.169	0.279	0.208	0.453	0.97
FBgn0267504	FBtr0346885	2964.03	1428.25	1662.115	1450.297	1248.441	1657.425	1082.834	1328.452	1781.58	1214.052	1867.827	4361.53
FBgn0266626	FBtr0344914	0.111	0	0.066	0.076	0.041	0	0	0	0.085	0.017	0	0
FBgn0002887	FBtr0346117	9.652	6.833	2.504	3.951	4.696	4.345	5.883	4.175	1.477	1.439	0.853	0.897
FBgn0083984	FBtr0392905	3.401	4.753	3.183	3.349	2.836	3.085	3.606	1.35	5.025	0.911	3.473	2.702
FBtr0472723_df_nrg	FBtr0472723	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267597	FBtr0347042	0	0	0	0.076	0.079	0.086	0.233	0.261	0.081	0.214	0.162	0.074
FBgn0267617	FBtr0347058	0.094	0.077	0.086	0.179	0.402	0.132	0.453	0.333	0.901	0.517	1.178	0.8
RR49017_transposable_element	RR49017_transposable_element-RA	0.01	0	0.007	0.136	0.3	0.295	0.392	0.187	0.014	0	0.011	0
FBgn0011642	FBtr0345298	0.599	0.159	0.469	2.149	2.353	3.002	1.895	2.126	1.998	1.489	1.62	1.209
FBgn0261928	FBtr0345169	0.019	0.006	0.023	0.004	0	0.013	0.028	0.002	0.005	0.026	0.044	0.166
FBgn0266741	FBtr0345242	0	0	0	0	0.051	0	0	0	0	0.06	0	0
FBtr0445458_df_nrg	FBtr0445458	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038348	FBtr0345258	0.017	0.011	0.022	0.029	0.01	0.025	0.031	0.038	0.157	0.255	0.323	0.615
FBgn0263975	FBtr0347098	7.362	7.528	6.75	2.905	1.699	1.32	1.194	1.004	1.556	1.215	1.864	1.714
FBgn0266549	FBtr0344655	40.955	49.016	33.197	2.735	2.076	3.252	6.455	8.798	15.17	21.046	19.651	14.255
FBgn0033065	FBtr0345485	0	0.019	0	0.024	0	0	0.02	0.01	0	0.009	0	0
FBgn0013323	FBtr0346726	0	0	0	0.146	0.391	0.852	0.581	0.166	0	0	0.354	0.261
FBgn0266780	FBtr0345405	0	0	0	0.047	0.016	0.016	0.111	0.066	0.07	0.056	0.048	0.048
FBgn0030502	FBtr0346118	19.901	19.259	14.934	4.887	3.835	6.705	7.373	7.808	8.505	8.13	5.161	5.872
FBgn0286976	FBtr0475271	0.023	0.022	0	0	0	0	0	0	0	0.074	0.014	0.039
FBgn0011694	FBtr0345580	0	0	0	0	0	0.048	0	0	0	0	0	0
FBgn0267733	FBtr0347293	2.688	2.537	2.771	5.959	5.654	9.31	12.348	14.781	17.767	16.546	14.134	13.172
FBgn0035812	FBtr0346912	28.902	26.684	6.873	15.474	17.654	14.405	10.733	6.503	4.786	4.49	3.226	3.172
FBgn0034763	FBtr0345500	62.377	65.436	30.895	12.861	11.094	16.13	20.071	23.562	21.973	23.134	19.926	16.158
FBgn0266686	FBtr0345053	1.078	1.024	1.565	7.476	9.833	10.573	11.484	12.271	5.409	8.793	3.938	4.209
FBgn0267422	FBtr0346749	0.014	0	0	0.081	0.096	0.078	0.044	0	0	0	0	0
RR48380_transposable_element	RR48380_transposable_element-RA	0.016	0	0	0.007	0	0	0	0	0	0	0	0
FBgn0266696	FBtr0345093	20.597	22.625	7.964	0.624	0.001	0.022	0.003	0.614	0.741	0.553	0.057	1.461
FBgn0267713	FBtr0347253	0	0	0	0.042	0.04	0	0.088	0.044	0.043	0	0	0
FBgn0000721	FBtr0473363	0.381	1.182	0.438	0.457	0	0.15	0.056	0.064	0	0.28	0	0.331
FBgn0283442	FBtr0445186	7.015	4.381	0.422	0.421	0	0.202	0	0.492	0	0	0.384	0
FBgn0050280	FBtr0473598	0.184	0	0.045	0.205	0.102	0.301	0.576	0.496	3.272	7.434	2.315	1.438
FBgn0039347	FBtr0392910	0.097	0	0.048	0.121	0.207	0.164	0.165	0.267	0.172	0.233	0.199	0.314
FBgn0287615	FBtr0479974	0	0	0	0	0	0	0	0	0	0.042	0	0
FBgn0032715	FBtr0344795	8.384	9.121	7.764	7.373	6.735	7.489	6.791	5.627	6.556	7.628	12.232	17.207
FBgn0266808	FBtr0479968	0.802	0.735	0.467	0.614	0.705	0.857	0.903	0.858	0.332	0.312	0.618	1.553
FBgn0267398	FBtr0344755	2.615	3.191	3.408	5.783	7.288	7.598	6.762	7.627	7.821	7.295	6.013	5.23
FBgn0266173	FBtr0433526	0.033	0.238	0	0	0	0	0	0	0	0	0	0
FBgn0267293	FBtr0346578	0	0	0	0.173	0.164	0	0	0.181	0.177	0.221	0	0
FBgn0053795	FBtr0346810	0.059	0.061	0	0	0	0	0	0	0	0.06	0.055	0
FBgn0267309	FBtr0346564	0	0	0	0	0	0	0	0	0.193	0	0	0.175
FBgn0024689	FBtr0346626	0.746	0.671	0.88	3.355	2.248	0.016	0.21	0.118	1.845	0.1	0.096	0.163
FBtr0445479_df_nrg	FBtr0445479	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266698	FBtr0345154	0.111	0.112	0.087	0.233	0.152	0.258	0.105	0.164	0.198	0.231	0.108	0.215
FBgn0266253	FBtr0345279	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267628	FBtr0347079	0	0	0	0	0	0.075	0	0.079	0	0	0	0
FBgn0288732	FBtr0481712	0.061	0.01	0.014	0.291	0	0.131	0.034	0	0.003	0	0.021	0.031
FBgn0267754	FBtr0347318	1.084	0.748	1.298	2.771	2.879	2.527	2.614	0.833	1.746	1.815	1.507	1.106
FBgn0033792	FBtr0345194	0	0.033	0.01	0.01	0.035	0.01	0.009	0.019	0.019	0	0	0.03
FBgn0267118	FBtr0346214	0	0	0	0.16	0.136	0	0.059	0	0.027	0.034	0	0.106
FBgn0267872	FBtr0347433	0	0	0.024	0.425	0.629	0.38	0.372	0.04	0.073	0.317	0	0
FBgn0266464	FBtr0344767	5.207	4.488	3.855	6.492	9.611	11.612	10.219	11.229	10.752	13.24	12.28	15.519
FBgn0267433	FBtr0346772	0	0	0	0.004	0.011	0.004	0.003	0.004	0.002	0.005	0.001	0.003
FBgn0029820	FBtr0345313	5.275	8.5	4	0.439	2.616	1.62	0.458	0.914	0.458	0.595	2.412	10.751
FBtr0472743_df_nrg	FBtr0472743	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032521	FBtr0345438	65.184	77.468	51.877	36.46	33.554	53.415	61.111	67.2	42.886	29.736	8.928	4.818
FBgn0286519	FBtr0473836	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035630	FBtr0345901	15.979	13.262	2.554	4.006	3.068	5.678	9.343	8.404	11.907	15.037	12.388	9.67
FBgn0051562	FBtr0344667	0	0	0	0	0	0	0	0.021	0	0	0	0.039
FBgn0267304	FBtr0346559	0	0.146	0.143	0	0	0	0	0.14	0.131	0	0	0
FBgn0034405	FBtr0345981	2.988	6.377	1.092	0.335	0.226	0.407	0.53	0.098	0.1	0.147	0.233	0.069
FBgn0039272	FBtr0473579	25.026	25.536	11.001	6.863	8.873	10.097	9.23	7.738	9.9	9.459	14.43	22.708
FBgn0033471	FBtr0479714	31.412	28.191	29.868	26.123	21.17	28.66	31.358	32.399	31.064	30.746	32.158	28.03
FBgn0267316	FBtr0346599	0	0	0	0	0	0	0	0	0	0	0	0.049
FBgn0264911	FBtr0345944	0.09	0.161	0.06	0.139	0.351	0	0.077	0.461	0.111	0.035	0.424	0.763
FBgn0267465	FBtr0346837	0	0	0	0.885	0.531	0.478	0	0.375	0	0	0.153	0.341
FBgn0052220	FBtr0475016	0.994	0.035	0.404	0.029	0.154	0.131	0.217	0.072	0.226	0.296	1.76	2.753
FBgn0085520	FBtr0347466	1.846	1.771	0.257	1.498	3.369	1.346	1.516	1.188	2.43	3.425	3.587	2.747
FBgn0286918	FBtr0475143	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266856	FBtr0345657	0.03	0	0	0	0	0	0	0	0	0	0.037	0
FBgn0033226	FBtr0345697	0.224	0.057	0.084	0.127	0.143	0.207	0	0.097	0.025	0.154	0.058	0.098
FBgn0034470	FBtr0345676	0.251	0.094	0.168	0.454	0.173	0	0.11	0.046	0.051	0.056	0.114	0.106
FBgn0267861	FBtr0344972	3.59	4.997	7.638	1.05	1.154	2.264	1.737	5.293	5.293	2.918	7.652	9.262
FBgn0264962	FBtr0345528	7.219	8.343	9.67	13.932	20.813	15.052	15.725	19.109	17.383	16.517	11.928	14.999
FBgn0051999	FBtr0344870	0.362	0.203	0.531	0.678	0.938	0.57	0.868	0.796	0.567	0.499	1.028	0.694
FBgn0262961	FBtr0479885	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024277	FBtr0481695	19.742	27.012	43.698	8.899	8.621	13.395	12.975	11.427	12.699	12.134	20.41	40.942
FBgn0026439	FBtr0479805	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0015929	FBtr0345797	17.327	16.109	3.873	13.715	12.8	22.692	19.495	14.833	11.367	8.092	2.726	2.689
FBgn0026206	FBtr0474151	0.786	0.471	0	0.271	0.22	0.088	0.132	0.14	0	0.102	0.457	0.08
FBgn0267181	FBtr0346310	0.049	0.052	0	0.148	0.044	0.05	0.032	0.097	0.226	0.092	0.203	0.143
FBgn0267948	FBtr0347523	0	0	0	0	0.125	0.137	0	0	0	0	0	0
FBgn0265788	FBtr0345757	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024371	FBtr0346451	22.252	12.854	3.053	15.775	18.186	20.585	22.659	21.032	21.281	17.548	10.641	8.456
FBgn0266696	FBtr0345089	0	0	0	0.687	0.939	0.343	0.298	0.381	0.282	0.251	0.047	0.006
FBgn0033005	FBtr0345009	7.314	10.131	10.627	3.905	2.559	3.135	3.729	5.59	6.603	6.865	4.559	4.002
FBgn0014863	FBtr0346967	0.277	0.124	0.385	0.192	0.212	0	0.177	0.112	0.155	0.253	0.623	1.495
FBgn0267780	FBtr0347345	0.046	0	0.217	0.167	0.083	0.083	0.291	0.209	0.123	0.245	0.213	0.123
FBgn0264426	FBtr0347289	0	0	0	0.137	0.052	0	0	0	0	0.123	0.223	0.194
FBgn0267668	FBtr0347137	0.021	0	0.095	0.097	0.037	0.031	0.109	0.09	0.265	0.308	0.674	0.544
FBgn0033019	FBtr0347209	91.379	104.802	120.676	58.337	39.625	40.11	37.319	44.983	39.948	30.908	23.898	20.171
FBgn0038783	FBtr0473615	0	0	0	0	0.047	0	0	0	0	0	0	0
FBtr0472761_df_nrg	FBtr0472761	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267275	FBtr0346491	0	0	0	0	0.09	0.041	0.101	0.093	0.043	0.046	0	0.044
FBgn0263232	FBtr0479646	6.65	8.224	2.747	1.449	1.671	2.474	2.77	3.112	2.438	2.37	1.209	1.136
FBgn0040823	FBtr0344949	1.864	2.728	2.489	0.262	0.111	0.118	0.136	0.078	0.033	0.072	0.255	0.282
FBgn0267133	FBtr0346231	0	0	0	0	0	0	0	0.006	0	0	0	0
FBgn0031883	FBtr0344712	0	0	0	0	0	0	0	0	0	0	0	0.172
FBgn0267148	FBtr0346246	0.117	0	0.626	0.953	0.299	0.215	0.676	0.612	0.586	0.781	0.997	1.557
FBgn0266898	FBtr0345765	0.151	0	0.132	0	0.124	0.397	0.129	1.041	0.661	0.745	0.819	1.041
FBgn0266869	FBtr0345722	9.827	7.19	5.576	3.691	2.422	2.191	2.259	1.591	1.777	2.559	3.263	4.186
FBgn0278598	FBtr0415456	0	0.218	0.552	0.705	1.39	1.117	0.38	0.232	0	0.248	0.739	0.35
FBgn0034389	FBtr0346955	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267704	FBtr0479729	0.068	0.066	0.269	0.071	0.025	0.007	0.018	0.009	0.008	0.019	0	0
FBgn0004395	FBtr0347570	0.619	0.286	0.309	0.01	0.222	1.371	0.037	1.175	0.011	0.128	0.358	0.144
FBgn0267580	FBtr0346995	0.056	0.047	0.046	0.02	0.078	0.124	0.433	0.581	1.136	0.747	0.797	1.146
RR48403_transposable_element	RR48403_transposable_element-RA	0.057	0	0.177	0.733	0.623	0.684	0.812	0.502	0.22	0.255	0.096	0.171
FBgn0002917	FBtr0344823	0	0	0	0.155	0.078	0.481	0.879	0.925	0.947	1.347	0.683	0.275
FBgn0028892	FBtr0346583	0	0	0	0.093	0	0	0	0	0.063	0	0.047	0.03
FBgn0267063	FBtr0346050	0	0	0	0.133	0.063	0	0	0	0	0	0	0
FBgn0266994	FBtr0345916	0	0.12	0.122	0.026	0	0.045	0	0.108	0.087	0.079	0.285	0.334
FBgn0267284	FBtr0346503	0	0	0.031	0	0	0	0	0	0	0	0	0
FBgn0265345	FBtr0344612	0.536	0.387	0.764	3.465	4.58	3.644	3.395	3.346	3.973	2.501	1.541	1.368
FBgn0286871	FBtr0475044	0.041	0	0.132	0.123	0.009	0	0	0.074	0	0.102	0	0
FBgn0033048	FBtr0345665	0	0	0	0.026	0.052	0	0	0	0	0	0.102	0.051
FBgn0004047	FBtr0346090	0.025	0	0.14	0	0	0	0.048	0.057	0.049	0.061	0.093	0
FBgn0037339	FBtr0479746	0	0.034	0	0	0.258	0	0.111	0.145	0.08	0.197	0.025	0.094
FBgn0267916	FBtr0347475	0.105	0.027	0.227	0.443	0.269	0.476	0.527	0.284	0.635	0.551	0.669	1.1
FBgn0267704	FBtr0479731	0.024	0	0.021	0	0	0	0	0	0	0	0.007	0
FBgn0286035	FBtr0473384	0	0	0	2.026	1.454	2.615	4.326	4.3	3.473	2.348	2.653	4.676
FBgn0037225	FBtr0346145	0.036	0.079	0.073	0.009	0.033	0.069	0.031	0.044	0	0	0.065	0.031
FBgn0030187	FBtr0346337	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267132	FBtr0346229	0	0	0	0.013	0.012	0	0	0	0	0	0	0
FBgn0266821	FBtr0345547	0	0	0	0	0	0	0	0	0	0	0	0
RR48332_transposable_element	RR48332_transposable_element-RA	0.017	0	0.016	0.303	0.494	0.262	0.306	0.069	0.09	0.065	0.062	0.178
FBgn0263655	FBtr0481667	0	0	0	0.303	0	0.232	0.314	0.142	0.452	0.516	0.261	0.834
FBgn0085222	FBtr0345622	0.019	0	0	0.034	0.079	0.104	0.053	0.301	0.508	0.572	0.175	0.027
FBgn0033777	FBtr0344926	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032172	FBtr0479838	3.285	4.083	4.674	1.566	1.956	3.355	4.144	7.797	6.928	9.231	7.49	11.05
FBgn0267649	FBtr0347110	0.12	0	0	0.092	0.41	0.554	0.468	0.545	0.741	0.324	0.22	0.255
FBgn0026061	FBtr0345813	0.11	0	0.103	3.117	3.175	2.421	1.681	1.366	1.334	1.699	0.563	1.381
FBgn0266795	FBtr0345451	0.951	2.276	0.646	2.014	0.54	3.158	6.225	8.29	8.278	5.732	4.572	1.131
FBgn0030529	FBtr0346089	46.11	66.904	57.179	77.695	78.483	79.897	73.285	62.84	60.707	64.43	51.496	72.477
FBgn0267035	FBtr0346009	0.385	0.139	0.405	3.285	4.91	4.558	3.502	3.517	3.063	3.286	1.277	1.579
FBgn0031126	FBtr0345967	50.049	59.235	51.619	4.554	2.031	2.004	1.109	0.226	0.272	0.033	0.741	1.489
FBgn0261925	FBtr0344601	0	0	0	0	0.245	0.279	0	0.452	1.218	0.749	0.592	0.282
FBgn0039582	FBtr0347602	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0473832_df_nrg	FBtr0473832	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0472819_df_nrg	FBtr0472819	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0085261	FBtr0345491	0.727	0	0.291	0.237	1.128	0.076	1.752	1.028	6.547	9.056	15.161	11.896
FBgn0260748	FBtr0346797	0	0.154	0.132	0.065	0	0.189	0.39	0.434	0.527	0.649	0.165	0.866
FBgn0267959	FBtr0347535	0	0	0	0.058	0.124	0	0	0	0	0	0	0
FBgn0262353	FBtr0475221	10.27	3.352	5.989	4.037	3.901	5.212	8.902	6.19	16.249	22.467	85.828	150.625
FBgn0266750	FBtr0345310	0	0	0.084	0.035	0.009	0.018	0.276	0.018	0.037	0	0	0
FBtr0472740_df_nrg	FBtr0472740	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039808	FBtr0346757	0.225	0.022	0.186	0.254	0.476	0.232	0.387	0.208	0.302	0.967	2.188	2.927
FBgn0264845	FBtr0475187	0	0.006	0.005	0.165	0.24	0.549	0.583	0.879	1.237	1.13	0.717	0.393
FBgn0266579	FBtr0344744	0.054	0	0.027	0.018	0.036	0.032	0.091	0.095	0.093	0.073	0.143	0.566
FBgn0267899	FBtr0347430	0	0	0	0.063	0.306	0	0	0	0	0	0	0
FBgn0032651	FBtr0344781	0.746	0.097	0.22	0.949	1.138	1.993	4.519	8.875	14.729	17.582	13.62	13.171
FBgn0014396	FBtr0445397	0.042	0	0.014	0	0	0.008	0.024	0	0	0.002	0.248	0.351
FBgn0039084	FBtr0344701	0.138	0.079	0.182	0	0.085	0	0	0	0	0	0.227	0.245
FBgn0052296	FBtr0344569	0.542	0.288	0.245	0.489	0.695	0.168	0.594	0.255	0.231	0.528	2.638	2.668
FBgn0037698	FBtr0479924	0.282	0.079	0.03	0	0.008	0	0.04	0.017	0	0.013	0.168	0.203
FBgn0262623	FBtr0344808	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0288736	FBtr0481716	0	0	0	0.03	0.088	0	0	0	0.003	0	0.059	0.028
FBgn0037037	FBtr0346528	0	0	0	0	0	0.006	0	0	0	0	0	0
FBgn0085398	FBtr0344888	0.013	0	0.013	0	0	0.024	0.014	0.014	0.098	0	0.02	0.071
FBgn0052823	FBtr0346676	0.001	0	0	0	0	0.018	0	0.015	0.015	0.001	0	0.033
FBgn0035850	FBtr0346547	17.841	19.376	25.622	28.444	25.518	20.841	17.688	14.138	12.983	13.75	7.57	9.435
FBgn0275432	FBtr0392913	11.984	5.69	130.323	280.055	189.633	7.053	3.844	2.391	0.826	0.618	0	0
FBgn0000454	FBtr0345229	56.696	54.648	18.663	3.294	2.054	0.467	3.587	0.97	1.363	1.76	5.2	12.99
RR50446_transposable_element	RR50446_transposable_element-RA	0.112	0.077	0.076	0.317	0.299	0.429	0.512	0.542	0.31	0.588	0.367	0.605
FBgn0283438	FBtr0445182	81.056	97.061	81.946	44.681	38.05	39.662	40.897	42.484	38.19	35.831	22.867	19.974
FBgn0030790	FBtr0347029	0.75	0.68	0.599	1.427	1.935	1.529	2.069	2.106	2.934	3.104	2.499	2.413
FBgn0259176	FBtr0346622	3.804	4.057	2.014	0.793	0.924	0.328	0.13	0.061	0.164	0	0.122	0.674
FBgn0266175	FBtr0433522	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040694	FBtr0346813	0	0	0	0.321	0	0	0	0	0	0	0	0
FBgn0266847	FBtr0345583	0.05	0	0	0.041	0	0.09	0.049	0	0.133	0.145	0.103	0.265
FBgn0264426	FBtr0347290	0	0	0	0	0.08	0.084	0.117	0	0.128	0.187	0	0
FBgn0266683	FBtr0345050	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267528	FBtr0346916	0.321	0.111	0.32	0.109	0.046	0.065	0.046	0	0.114	0.174	0.094	0.186
FBgn0034755	FBtr0345503	1.008	0	0	0.149	0.036	0	0.138	0.155	0.076	0.437	1.617	1.043
FBgn0266696	FBtr0345090	0.117	0.167	0	0	0	0	0	0	0	0.243	0	0
FBgn0267710	FBtr0347250	0	0	0	0.096	0	0.102	0	0	0	0	0	0
FBgn0003256	FBtr0345337	0.318	0.227	0.287	0	0	0	0	1.013	1.204	2.358	2.223	1.416
FBgn0085371	FBtr0344835	0.1	0.015	0.084	0.027	0.012	0.013	0.116	0.07	0.066	0.067	0.339	0
FBgn0261341	FBtr0345145	0.232	0.184	0.185	0.488	0.911	0.262	1.938	0.502	4.819	15.475	32.162	21.157
FBgn0001313	FBtr0346722	0	0	0.001	0.003	0.011	0.006	0.004	0	0	0	0	0
FBgn0286741	FBtr0474097	0	0	0	0.086	0	0	0.05	0.022	0.044	0.079	0.106	0.088
RR48385_transposable_element	RR48385_transposable_element-RA	0	0	0	0.048	0	0.02	0	0	0	0	0.104	0.136
FBgn0267007	FBtr0345955	0	0	0	0.276	0.111	0.059	0.051	0.236	0.522	0.135	1.253	0.658
FBgn0267029	FBtr0345995	0.347	0.291	0.557	2.151	2.398	2.813	3.12	2.199	1.585	1.783	0.94	1.871
RR48378_transposable_element	RR48378_transposable_element-RA	0.033	0.02	0.009	0.014	0.12	0.06	0.038	0.026	0.034	0.042	0.039	0.037
FBgn0267933	FBtr0347508	0	0	0	0	0	0	0	0.089	0.254	0	0	0
RR51001_transposable_element	RR51001_transposable_element-RA	0	0	0.009	0.033	0.081	0.122	0.041	0.072	0.072	0.046	0.037	0.068
FBgn0267600	FBtr0347046	1.986	1.578	0.443	0.209	0	0	0.217	0.203	0	0	0	0.591
FBgn0266414	FBtr0344594	0	0.012	0	0	0.01	0.01	0	0	0	0	0	0
FBgn0267990	FBtr0347588	0	0.122	0.587	0.329	0	0.343	0.8	0.129	0.367	0.121	0	0.217
FBgn0039760	FBtr0345231	0	0	0	0.454	0.422	0	0.564	0.026	0	0.125	0	0.253
